sample_id,label,language_type,source_dataset,generator,split,duration,codec,sha256,group_id,path
is_hi_freevc24_00068,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,5a63507091e5fd8198b93ac79bccfa8ccfa253584450d448c92e3a45c1ef7d23,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00068.wav
is_hi_freevc24_00069,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,f5421902b3ceb7b78af0c108a7359b902c0ed859024431cc5e3a5a388c768996,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00069.wav
is_hi_freevc24_00070,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,2f4f2e64d5f1bb406b177797bb909eac2f0b84e8696b8a8484cbf042b4b681d1,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00070.wav
is_hi_freevc24_00071,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,4e821206e7dd8ef0f133be8d8a124337befe178cb5b9a9b8d914ecb33f29f116,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00071.wav
is_hi_freevc24_00072,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,6d96019e4bbbc88f1407c9ada14c06c7f0c46018de6b78a83718f9445a4d5b2d,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00072.wav
is_hi_freevc24_00073,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,cc1df6ab62790a0ceda8f69c49130a7f82b8161eed86f72cfa4bc8cee545138e,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00073.wav
is_hi_freevc24_00074,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,ecbfd5e72b45c07e5210295e9961fcf5f619ae5da1639ede0bd09203010be2fa,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00074.wav
is_hi_freevc24_00075,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,bbcb34dcb851240ce948d3e1767be230e919351a9892910568676500c4986475,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00075.wav
is_hi_freevc24_00076,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,041a7b57c0cb8b6adbe20871e2f4f53b6f7a55aae1ff813f6dd333c30f293550,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00076.wav
is_hi_freevc24_00077,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,7fc00e30e2bc0e06429c5b3c96a3daeab9e8ffe432c53729d71c8c7196e6aa2e,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00077.wav
is_hi_freevc24_00078,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,2518335ad93b4691269b8baf45f032a868682ec0d3c556d7632ef371c86da50b,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00078.wav
is_hi_freevc24_00079,fake,Hindi,IndicSynth,freevc24,test,4.28,WAV/PCM_16,0f6d03619ccbf374f4a784462fdb78a69252a0d8377fc4ce403f67c1d50f68a0,065088b19825160f,data/processed/v1_16k/is_hi_freevc24_00079.wav
is_hi_freevc24_00080,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,57fc69787e349def60a2f43da4ce25b00d717d02f93c498bbe6b9a38e7a81798,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00080.wav
is_hi_freevc24_00081,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,0630132c28156ad71291de2db870e9644edd0cd918673d433452a14b47efdfaa,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00081.wav
is_hi_freevc24_00082,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,77aedea94afa372d15465782a5c2bf34a075ef8783426c9d068af48ac5d29216,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00082.wav
is_hi_freevc24_00083,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,0a286d52a6ab2b8e25ee9d25b5b5a96ed8edea39d1fca5613d12256754473d7e,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00083.wav
is_hi_freevc24_00084,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,996e9aad8c3ad73cb70aae5a33db94f65ba8b4b397544e0eae393f655e1ff4a1,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00084.wav
is_hi_freevc24_00085,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,0973a259e17b2d8146eb883dc578d71874cf8191355ef3e6571a96e869bc4042,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00085.wav
is_hi_freevc24_00086,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,e77cec724fbd5cd8f5d60e325f3ba40767ba967ec8b0bddb652d2d08eeff45fb,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00086.wav
is_hi_freevc24_00087,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,bc90b2a64d9d11fc7380caf914317a8afe07c59e189f64693acb53b77da16e6b,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00087.wav
is_hi_freevc24_00088,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,e06246e8d7313845557811babef077d190055146d71e318b55af60dc49795bc5,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00088.wav
is_hi_freevc24_00089,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,8ef01a6cf07017e45c247f04f532150ade665b641a47c49d91b0d4eada2af5bc,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00089.wav
is_hi_freevc24_00090,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,532ae68af319879b7c77a3b789414ae3d11f81c5f340a515447a1d24a6244a3b,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00090.wav
is_hi_freevc24_00091,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,f7c21a7ea38b6f8c6fe687129879b49650b09084d6309e3a94426da93606e032,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00091.wav
is_hi_freevc24_00092,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,2e30869f0f468eb6db2a8fe5328444a617841e29355db31b86121bea5a7394ec,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00092.wav
is_hi_freevc24_00093,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,823a98692e5951785a0bd3ca830209d2dee0d7bfe887518920a33bcffac9b4dc,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00093.wav
is_hi_freevc24_00094,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,91cf63eb210fd7398b43a05784bc3f645988cee926a5494988b04dff72db8f5c,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00094.wav
is_hi_freevc24_00095,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,ef1dcae84729122b89e8f82efc2c7068fa42672aa049f05a58814fc472dca4ce,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00095.wav
is_hi_freevc24_00096,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,8384f13b5a90ec8a9f2f8b83c312ff8bee374e12645c4d5655268f5782ebc446,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00096.wav
is_hi_freevc24_00097,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,a582a31bffbc3020ff899eaab141dcd0377459b02f4563b423d98c864d50c886,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00097.wav
is_hi_freevc24_00098,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,734a903ca3192c031c55ad110217b1354768c9480ec474ca236f428aab24d371,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00098.wav
is_hi_freevc24_00099,fake,Hindi,IndicSynth,freevc24,train,6.34,WAV/PCM_16,b889de05b0535f04e0e08310a9a95bd077f2040146c5db815a251066ab98d1db,565a2074b1615790,data/processed/v1_16k/is_hi_freevc24_00099.wav
is_hi_freevc24_00100,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,9ce13c24451416d3914062cf372eba4b108ca1b88e4cedb2b134d11ee15ead46,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00100.wav
is_hi_freevc24_00101,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,c512369deecdf0f465a63c5e59153f52d20eb4af98b204ef4b711310a82fff7f,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00101.wav
is_hi_freevc24_00102,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,5875d08c6aa28cb4578bf3aed19c03e255d2707d0d57938763b8da4ecb6ee101,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00102.wav
is_hi_freevc24_00103,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,b3c23bde8a83bc0225635cdde5cfc2a6a3ec535cca3cbf8ef8e47618e3577538,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00103.wav
is_hi_freevc24_00104,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,ee9fdbe6839e165a168de66636a0ab80b00c88f5208d72e85ea60180a19753c8,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00104.wav
is_hi_freevc24_00105,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,ab90a0074cc282a944a50ea20d0fcdaa8d0da900bc01fa0b3da8575321713af9,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00105.wav
is_hi_freevc24_00106,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,114ea236813a23c0f6fd74694f31761b6ab5982f0a69870eab3c72fe0b5941b5,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00106.wav
is_hi_freevc24_00107,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,0f604cbebc60f19b94aedbd7cc3454aa3a57292b6328035118b40fec65e0a0e8,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00107.wav
is_hi_freevc24_00108,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,da087c3e083955c5229de47da84a2ddd81075f4f1fc32fae77025a6a26a14b94,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00108.wav
is_hi_freevc24_00109,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,248faaa8a8653e4db97083acc055e11d8fc543324480bb48f2d8c06db2533f4e,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00109.wav
is_hi_freevc24_00110,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,a03fb25451b7f7aebc50e83ace0cee0ead447b8e13c91dbb72d728fec47cff9c,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00110.wav
is_hi_freevc24_00111,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,b03d5d5177f929a07852a9b835987c05c789f8ebb376bbe3220c1417898580c0,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00111.wav
is_hi_freevc24_00112,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,91f509214c0ff1312874a9a862db652ad2d96d058f32167a1c434a53b1f198ee,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00112.wav
is_hi_freevc24_00113,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,7c949616923d8a06e828828d3bd0b4c4ea6225361df78f8af6a0f48bb450fc0e,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00113.wav
is_hi_freevc24_00114,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,ab2b727655a082ab97ef133a6e306b457cfb1031971a272629baa4eee5e85b79,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00114.wav
is_hi_freevc24_00115,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,4c395f27931e01f015cb429107435aa6238eee748d1ae2d18d5bfb4773f47635,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00115.wav
is_hi_freevc24_00116,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,1e2616a21da89fa50691709c34712098bc84591f98f35685037f3db3c9ed76dd,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00116.wav
is_hi_freevc24_00117,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,a67feb72afc2b165a1378c520b5500f54c435f2e326c703f671d9a5e3fdad6e9,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00117.wav
is_hi_freevc24_00118,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,e7e9c17527eb62c6c412086ead39fee355476dda00dd8a52ca2011c93e248be2,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00118.wav
is_hi_freevc24_00119,fake,Hindi,IndicSynth,freevc24,train,4.9,WAV/PCM_16,2f7f2765f749fbe7edb738211cbe931ac98034bcdc833d255067cb3278aa11f6,a2c75f126bb83322,data/processed/v1_16k/is_hi_freevc24_00119.wav
is_hi_freevc24_00120,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,32267ccd794345ade54fed99bcd9d3b6100830227767bbffe8a05cb6df138ccf,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00120.wav
is_hi_freevc24_00121,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,c7acf9589f9890de86ae5251167ef4de2838799dba770e58d6c1dd4ccf38b514,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00121.wav
is_hi_freevc24_00122,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,f360b4749ef98338227f879267daa097e110fbd494960247b9850eac7288edb8,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00122.wav
is_hi_freevc24_00123,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,913b9f77d2cbcb6f59c3112953e618930b1ae905485ba901c32689a32d7ec135,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00123.wav
is_hi_freevc24_00124,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,c550fafdbb0c10bea2837283797b4c8b4293cd76e9360ba3f01a73bbc0e2306c,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00124.wav
is_hi_freevc24_00125,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,38011bae0d5971d3e4656a2b48a4cad72fb6946d41ab62cf6886a96c6b14c92e,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00125.wav
is_hi_freevc24_00126,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,619bd1c23fe7d3f65cafce10bfde3a9354082169cd6e9bd9892931edaf51bd1a,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00126.wav
is_hi_freevc24_00127,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,70f2afe9f07e341cf165fc7388546a88f2dca2d1fba1e77fd9a5affd3e0da0ea,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00127.wav
is_hi_freevc24_00128,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,7cebc19462018dbae5eb48b86ddd3a650c3929ec2ebf9b38c9aeb12474577bbd,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00128.wav
is_hi_freevc24_00129,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,39d4f84fcb2f009ee8c0bf3f8d2d39b93cfba2e83efd6b8a4c71e93d9bc12d5d,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00129.wav
is_hi_freevc24_00130,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,9284cd66496f8c0fad21bc4c13cfdab27c4d3ef37da4b283141aa2aa6b6b0271,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00130.wav
is_hi_freevc24_00131,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,4d4799a07d019c6bd3ca4d4d0f4570a3708c30a5d5586e13136544b42c28efe1,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00131.wav
is_hi_freevc24_00132,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,bfcfbbd2ca9ca68ff2f9e8db25686ca1e9b4ff47461766fbd6904329ca0cbeac,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00132.wav
is_hi_freevc24_00133,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,43fec37d84ec8775b1f5f795fa061e94c3a18c3c76c68a20256cecb6aca99464,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00133.wav
is_hi_freevc24_00134,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,0b3a77a3f95ace9a51c0e1d32a8f247ad7d2bd66af41c098c6bb7748a7adf92e,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00134.wav
is_hi_freevc24_00135,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,029aa640c62b8580a24624ae5b289887ff07bc5c2fdfc201157bf9c89c759ce7,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00135.wav
is_hi_freevc24_00136,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,93080565f2ecd54e41ca23761f3c907306b7170e9301ca667c646665acca5005,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00136.wav
is_hi_freevc24_00137,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,39d7e6bb51afe4d70964cbe444fef36306a88835734d0cc0e6f47d223ab67882,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00137.wav
is_hi_freevc24_00138,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,960dfbac52ecef3f87ec02d850c90d270623fd9032cebe480195d05cf66b794d,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00138.wav
is_hi_freevc24_00139,fake,Hindi,IndicSynth,freevc24,train,4.82,WAV/PCM_16,8f563f5fbcdaa79ef467876c6f300af623e49bd89f7bec1454b8cbb84ea9c547,3addaee8c1cf97aa,data/processed/v1_16k/is_hi_freevc24_00139.wav
is_hi_freevc24_00140,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,329e8f582d0c838a073ec8c452c84c0390946f3e60cb86400237f4678a4341bd,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00140.wav
is_hi_freevc24_00141,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,64875e33d2b3aef5351b2b066e09e5471fb390687f10f8456d964cd16cc4f459,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00141.wav
is_hi_freevc24_00142,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,38f87cf81f3b021c4c4f78a879d4dda70024c3ecc13e0c4347e0361d06a37a46,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00142.wav
is_hi_freevc24_00143,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,9a0273630268ba967fe75f1842bf71b8b2613ae4aae5720628d0c9702ec8a216,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00143.wav
is_hi_freevc24_00144,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,77ed394cb370e809bb39473cb21fa963fc57ebcbdf1b3d2526f771daa2d0fffd,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00144.wav
is_hi_freevc24_00145,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,4cb7631c8df49754ea9ba1fc64203996b10c8c973031ba09b9deeb73bf86c1f6,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00145.wav
is_hi_freevc24_00146,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,adfce4424e3554066734adfabd01766d5cd80713973f135cfc6114b621db0701,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00146.wav
is_hi_freevc24_00147,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,26b282ee3f0a90f13a5462576b0e8e7c471d69cf998c105078cd15c3b47d4663,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00147.wav
is_hi_freevc24_00148,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,c30b31af153c492f5031c5d966dd9da80f08d9c240839541be41673a05905273,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00148.wav
is_hi_freevc24_00149,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,d09821534fdb372a22a47b45654a4786e10fd3b973a856ecbc98610649a7b039,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00149.wav
is_hi_freevc24_00150,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,afbe7cc49d26aa99569c232cb19aa353116549aafd24f4506ce841c83ea89f87,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00150.wav
is_hi_freevc24_00151,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,cf1ae6f39cde540802a903b03108b22b948250c3b7878f587bfc60f8bf227ff4,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00151.wav
is_hi_freevc24_00152,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,1c40dd844564967fdb9304e2aa3360de46d9e129c2b7293ca7a6a8b9347b0629,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00152.wav
is_hi_freevc24_00153,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,58c9d5a948a63ff0029c46dc7a3ab00d18b1945431bf35093c3a37ef04d45c3e,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00153.wav
is_hi_freevc24_00154,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,398ce28415250eb302f5541fde27c7108144a834b2c2c669b81f2a2c83c80ec7,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00154.wav
is_hi_freevc24_00155,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,e0019a76aac06a181a2a0b6621565947b1c582d2d02721e9bb8a72859362b9d8,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00155.wav
is_hi_freevc24_00156,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,fa648e8faa6941a222c3f3dbd8159f9def20847e2f1f74c5ccb84bc28f09b8a4,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00156.wav
is_hi_freevc24_00157,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,8420d46d01498d362b7970cc795f9838054b60ad799a4f3f74bbf482a6d2582c,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00157.wav
is_hi_freevc24_00158,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,48ab7cf366db8928deaece5571eaed3ac1ebfb4b49ca9e3f3c0a9557e72221f0,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00158.wav
is_hi_freevc24_00159,fake,Hindi,IndicSynth,freevc24,train,5.98,WAV/PCM_16,cc90a04acb4b7b298d5c47caec97acf758873a612f2d003866a4ab339085f3ae,436bca93bbaf8774,data/processed/v1_16k/is_hi_freevc24_00159.wav
is_hi_freevc24_00160,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,b4f23fa4cb88b4f627a04cfbc81f22838511f3e14ba49cd18596e40478856524,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00160.wav
is_hi_freevc24_00161,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,056a1c0869ce2836b32a41321aecebec21a3ad9c199ec3c2e20e7d92038b9981,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00161.wav
is_hi_freevc24_00162,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,3993e4ecbb5ecf805255004583642857609fabbfcbfa82400c09f1d40aa2b4d6,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00162.wav
is_hi_freevc24_00163,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,c6cb34129e9c198a47cdb25c23a4e4a9e3ee45164d710da96caea5f0514c979b,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00163.wav
is_hi_freevc24_00164,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,22f25c715a61ece020446d735d6d18bf691508f9cb1fc7d3c1c353e2cdfc0bad,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00164.wav
is_hi_freevc24_00165,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,c9fe316d0dfe7d7411ef5a4718f9bef309498c544cca1e5642b84ee9e1fceca2,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00165.wav
is_hi_freevc24_00166,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,197967dabcccb1d2b14a0bf4c89d8e33baecf0198fedb0d587d768431b8e362a,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00166.wav
is_hi_freevc24_00167,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,d351b5a2905e75d65b588a8ccd4b8d472aaf97aeedd91ae8b9ef4301154eebda,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00167.wav
is_hi_freevc24_00168,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,53a58357fac57fa95a3d981f957fbae47ae18dfa5877dce6f58f753846030994,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00168.wav
is_hi_freevc24_00169,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,146d594793c9f2b3054c0aeafee9eb060999f3556621b7c88268d1021d6e607d,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00169.wav
is_hi_freevc24_00170,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,e2334f4a575cabc12550be363a2ecd189de662926f8671ac8d22ccb2f2110465,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00170.wav
is_hi_freevc24_00171,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,8148f9d62b924000b5bdb6e0d1c5fb8866cc318b0f256a3ffd51ee655a499e34,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00171.wav
is_hi_freevc24_00172,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,e366386f624f36bd73ea6ce0feae5cbba86683b2e585fcc92bee4aedc6ce291d,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00172.wav
is_hi_freevc24_00173,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,842b3944cab084d5816def54998ec35556898d9147186bb674bf4e7aadc8f9ba,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00173.wav
is_hi_freevc24_00174,fake,Hindi,IndicSynth,freevc24,train,5.92,WAV/PCM_16,7e949fd8d89a60d7490476c5dbe82eee512a7cc5d44d39b7d66a87301dd43113,8672cac3bfe7bd3b,data/processed/v1_16k/is_hi_freevc24_00174.wav
