sample_id,label,language_type,source_dataset,generator,split,spoof_type,duration,codec,sha256,group_id,path
ss_hi_real_00119,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.1637,flac,30e3908d69e58651a8e654f786ab8d6631d699a4707701bf999260604cb28222,f3b14fc96d91c5d4,data/evaluation/seaspoof_hi/ss_hi_real_00119.flac
ss_hi_real_00120,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.3496,flac,08b9fa1a66c98559323715e503879d9b48fa562693e9ad89320b1291fbc56bed,2b805bad519ce066,data/evaluation/seaspoof_hi/ss_hi_real_00120.flac
ss_hi_real_00121,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.0876,flac,64f28ce3a0d7e9713037886205ba29f1726923ad34a8a5c101a3638a6d8bea3a,cfd14859fa575930,data/evaluation/seaspoof_hi/ss_hi_real_00121.flac
ss_hi_real_00122,real,Hindi,SEA-Spoof,bonafide,evaluation,,12.2003,flac,21bea05e147cc680c47ce795ba857d33de7ebd035c5f65d2c6da4f88a09d6a5f,73dfb5f3c24df5b8,data/evaluation/seaspoof_hi/ss_hi_real_00122.flac
ss_hi_real_00123,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.0391,flac,fa9cab5e76c48e47b40fa5dd8be53a4ca4817eacfa1fd672a2abc3b1578fe318,c357585a25389cf3,data/evaluation/seaspoof_hi/ss_hi_real_00123.flac
ss_hi_real_00124,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.464,flac,e9ad93b526cbd2b0f5d356444eb9966767f5e3c765c3a8a8b7950e49d656b8b0,7b791c4017d50a69,data/evaluation/seaspoof_hi/ss_hi_real_00124.flac
ss_hi_real_00125,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.114,flac,0b5e21630745192b16f778406d01603e392ece55aae281cdd88404e64f64c564,3959871b1ae43386,data/evaluation/seaspoof_hi/ss_hi_real_00125.flac
ss_hi_real_00126,real,Hindi,SEA-Spoof,bonafide,evaluation,,12.0989,flac,1396dff1553ff270d6d513b9ffe2b369955abd2ec9f63e7b16db0717254b554a,2ce594d10f1217f8,data/evaluation/seaspoof_hi/ss_hi_real_00126.flac
ss_hi_real_00127,real,Hindi,SEA-Spoof,bonafide,evaluation,,19.2377,flac,df3207c76704eed03b23ecf2ad5b10d191fd585e099868d93c4758a791e0701a,85c7141f4779fc44,data/evaluation/seaspoof_hi/ss_hi_real_00127.flac
ss_hi_real_00128,real,Hindi,SEA-Spoof,bonafide,evaluation,,2.2771,flac,ede8641b5d0bde740046c4120b86c525c6326d52c6686ed5de8eb8a4287e69c8,4d5574d00e28edba,data/evaluation/seaspoof_hi/ss_hi_real_00128.flac
ss_hi_real_00129,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.2187,flac,28b11c3f223f8d782d85d143393832a3b9034736569e246d3f1a34cf73c0e0d2,30fb136e9b1f908d,data/evaluation/seaspoof_hi/ss_hi_real_00129.flac
ss_hi_real_00130,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.5066,flac,94fc2bb42802d3ef32c511a0e36cc83535a5292eda71f5e9b6575bc854a444bc,899356071927984e,data/evaluation/seaspoof_hi/ss_hi_real_00130.flac
ss_hi_real_00131,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.406,flac,63b2abb196de09b01ddafa6d851dcc44e1d0a026853ce244de5b9c12f6982eee,29bd1fa9c81aabd5,data/evaluation/seaspoof_hi/ss_hi_real_00131.flac
ss_hi_real_00132,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.4118,flac,c6f2d21451b31dc79d610308fdf89d605392338a13f5110f0f9f2fb7928c4424,ed7fd2788f26aeeb,data/evaluation/seaspoof_hi/ss_hi_real_00132.flac
ss_hi_real_00133,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.3307,flac,15ae93493af035867c0f38d3118e6a70ef0236fcb83ed458c0a505a169f8b1df,90bce33e6faf00bb,data/evaluation/seaspoof_hi/ss_hi_real_00133.flac
ss_hi_real_00134,real,Hindi,SEA-Spoof,bonafide,evaluation,,12.5533,flac,ec553585c9d6bbee4a98cf34d787995453a1320628695297ad9496ca3b87258c,2b29f50d410bf4cd,data/evaluation/seaspoof_hi/ss_hi_real_00134.flac
ss_hi_real_00135,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.4281,flac,0b2c703e0e4ebaa9e3461e1dd09d86840b8e6cd113a244b22a93092256982fea,58cacfb3be5421ed,data/evaluation/seaspoof_hi/ss_hi_real_00135.flac
ss_hi_real_00136,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.1637,flac,cf5e84ae6ddc7e5fc9b3b6f26c08c08209536d8c1ee95f212b6f63e6b456b4ed,a0c0d944af640b09,data/evaluation/seaspoof_hi/ss_hi_real_00136.flac
ss_hi_real_00137,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.2794,flac,bd9fc0143b13b6266f4f3b521c3301a67c84ff3084b13d788be80f0374c91e4f,8dd6cc6171f8e382,data/evaluation/seaspoof_hi/ss_hi_real_00137.flac
ss_hi_real_00138,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.2887,flac,5f8faf678647d5dfb5278140284a77c29878cea66665dda77552901557ab9c5d,7cf2288c9d44fa0b,data/evaluation/seaspoof_hi/ss_hi_real_00138.flac
ss_hi_real_00139,real,Hindi,SEA-Spoof,bonafide,evaluation,,12.1806,flac,dc827f9ca453ad3e07065a9acabda37482b7762f52773688435f152794093db7,d412f60d821bb506,data/evaluation/seaspoof_hi/ss_hi_real_00139.flac
ss_hi_real_00140,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.8895,flac,43844c05918802e15f2641d764f6826242c5747cb02df55b5d1459d7758d0a16,21a5696edc300474,data/evaluation/seaspoof_hi/ss_hi_real_00140.flac
ss_hi_real_00141,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.4816,flac,4decba1cd0d0943f39c7d7f69c6328dc1934871db64a334fc36d83372e7294b0,1a6af5d1926a2efa,data/evaluation/seaspoof_hi/ss_hi_real_00141.flac
ss_hi_real_00142,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.2788,flac,49f0e6660b8775f89d03b86dfd4ba75ba6af3a32f7d078159be75694dd815945,630f5dd6f29f8960,data/evaluation/seaspoof_hi/ss_hi_real_00142.flac
ss_hi_real_00143,real,Hindi,SEA-Spoof,bonafide,evaluation,,15.1471,flac,22fd3a62c98b2a55fd030958ded78d98b085e3d0e6ada55d51eb39a3f37afff6,8995b3e970d1beee,data/evaluation/seaspoof_hi/ss_hi_real_00143.flac
ss_hi_real_00144,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.2589,flac,f954ab72e3abc5c7be144d1fcf8ada378c73fe01cfb13e72ab9140fc373fcdec,537a08bffd323271,data/evaluation/seaspoof_hi/ss_hi_real_00144.flac
ss_hi_real_00145,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.778,flac,2a74f84f4b57988185e457ad58c253572fceb1a6bdb75bca4bfe03ba0da7c276,85fd8ccd0fa96e56,data/evaluation/seaspoof_hi/ss_hi_real_00145.flac
ss_hi_real_00146,real,Hindi,SEA-Spoof,bonafide,evaluation,,13.0051,flac,3110e624ef1a5a6922ced370c356ded8405eae022c6be897b7d85a82a84996c2,0c189d1fd4c79070,data/evaluation/seaspoof_hi/ss_hi_real_00146.flac
ss_hi_real_00147,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.3853,flac,4f666f5f38af70727df30e8845c5c744702e496017d891b5bfbf1276fc00417d,f130c3141fba25d7,data/evaluation/seaspoof_hi/ss_hi_real_00147.flac
ss_hi_real_00148,real,Hindi,SEA-Spoof,bonafide,evaluation,,15.9757,flac,e36eeb431423f82bd5734d2bbb7c320d179f32b982b35cbbe88d4a1820fe31a1,9cdd87ae81782a07,data/evaluation/seaspoof_hi/ss_hi_real_00148.flac
ss_hi_real_00149,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.6846,flac,df53752a7bd31cd835fce0f8315a66754b8e8c50a79236e2f3b65da67b9aa1b6,19bceac22848700a,data/evaluation/seaspoof_hi/ss_hi_real_00149.flac
ss_hi_real_00150,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.8491,flac,7df4a00fffa34fbc3996190d73c941150f4d3ce8958f2f8d58f629b781500c98,739832e8095a7276,data/evaluation/seaspoof_hi/ss_hi_real_00150.flac
ss_hi_real_00151,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.5615,flac,2a259e132f2d41492e43072684e8f09f6b2bb1344023ecad90c33870cb38f5c9,d77df674ff14b07f,data/evaluation/seaspoof_hi/ss_hi_real_00151.flac
ss_hi_real_00152,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.1559,flac,6df9122dd09c6c50d5792611d274b3fa2b1a07774457dd52457f3fc7e60648d3,e1d5b9ae30b12ef1,data/evaluation/seaspoof_hi/ss_hi_real_00152.flac
ss_hi_real_00153,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.8629,flac,59f511c196ec2c258395da0630ff190d2adbc82027285f514b0e337814e3ea4a,6d02c611820de7bd,data/evaluation/seaspoof_hi/ss_hi_real_00153.flac
ss_hi_real_00154,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.4733,flac,7ec790081bd2cbadbbbdf96fa019945d72a0fa498263cc663982831c90187e5f,8b39b7634c09aaed,data/evaluation/seaspoof_hi/ss_hi_real_00154.flac
ss_hi_real_00155,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.0,flac,620f049b222551ea85b92cae54eb129c25143a220b0a957881782e4b028e1fcc,9cac42da6eb01fe7,data/evaluation/seaspoof_hi/ss_hi_real_00155.flac
ss_hi_real_00156,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.9473,flac,24214a5e8ab6e90b39abcd8285ced800ca249a27da33c94af9940734c4595e7f,a8094482de25b72b,data/evaluation/seaspoof_hi/ss_hi_real_00156.flac
ss_hi_real_00157,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.1302,flac,0e9f6850784735ecf26cc2603966717bcfb21b5deed39642b31dc17e74c1c393,5f5815fa0a6dddb6,data/evaluation/seaspoof_hi/ss_hi_real_00157.flac
ss_hi_real_00158,real,Hindi,SEA-Spoof,bonafide,evaluation,,19.1064,flac,15c3437e0eed0406d1782df79611cb3105ac49fe89b84300d753dccb05d5287e,43cbd4514818683e,data/evaluation/seaspoof_hi/ss_hi_real_00158.flac
ss_hi_real_00159,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.9245,flac,b230218fe6edb3e5fdfc8abb3ea9525b4ad37f7cd2d78c80f0595928e93b382a,ab098086b5314cbb,data/evaluation/seaspoof_hi/ss_hi_real_00159.flac
ss_hi_real_00160,real,Hindi,SEA-Spoof,bonafide,evaluation,,10.7849,flac,366c4ddcbcf5bd48ee697c15b4ae3fee58fd2b3cb44e0f9d34f822d1c7adcae3,fca8289a706d490b,data/evaluation/seaspoof_hi/ss_hi_real_00160.flac
ss_hi_real_00161,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.294,flac,ec79e21c49e7c98aa284ab84db46a6d163574dbd110e1f4381f00e36f6f02e36,d559bb8c0616328c,data/evaluation/seaspoof_hi/ss_hi_real_00161.flac
ss_hi_real_00162,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.2973,flac,38f66882106fc6e5c25b530a4f56ba32fe6e002b1b1487e8f100351ccfb137b7,e0f31863e7473e63,data/evaluation/seaspoof_hi/ss_hi_real_00162.flac
ss_hi_real_00163,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.8999,flac,de4af43dba618327e0723ec40acac30f70f0d5908c2aeadca360b3e2e9ea6e7c,660bf00a2645c2d6,data/evaluation/seaspoof_hi/ss_hi_real_00163.flac
ss_hi_real_00164,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.8445,flac,6b106497f5b8fa9a85bd97e3d6b5ba09d6a70e027cb72d6818f49d571b231921,0213d89fc33e54f3,data/evaluation/seaspoof_hi/ss_hi_real_00164.flac
ss_hi_real_00165,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.1894,flac,385d1468a14d86cbe8b07cd9a601026e232b78c49192617e49ee0ffde18ad5e7,374a05d89d04e7b7,data/evaluation/seaspoof_hi/ss_hi_real_00165.flac
ss_hi_real_00166,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.3889,flac,ee2cf16f9ff821f5d0456240c67bc1eda5148283be7995fef887806bf1d1b51a,83d363f706ededf1,data/evaluation/seaspoof_hi/ss_hi_real_00166.flac
ss_hi_real_00167,real,Hindi,SEA-Spoof,bonafide,evaluation,,2.7804,flac,54d423d94b0fc3cdf77d30b9c77f6d6b96e68951c7d2b56646bb293121fc3544,c72ad93ee7dc5f84,data/evaluation/seaspoof_hi/ss_hi_real_00167.flac
ss_hi_real_00168,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.6237,flac,9fbe9ff50c264e01b231d7571b62001def61f3c4185613c57415a15ba2334f95,493526ae2a92d160,data/evaluation/seaspoof_hi/ss_hi_real_00168.flac
ss_hi_real_00169,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.3729,flac,8d2e2fca9fc01ae4d132524fabf90f48a6835df885473be2aa5e2d1cda063a2a,a854fe94e7df29e8,data/evaluation/seaspoof_hi/ss_hi_real_00169.flac
ss_hi_real_00170,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.6349,flac,e30c2f0549697a10ae8363219c68d3e967a55af94773c2b17e6668814ca68b13,2f46e7b5356b938b,data/evaluation/seaspoof_hi/ss_hi_real_00170.flac
ss_hi_real_00171,real,Hindi,SEA-Spoof,bonafide,evaluation,,10.0742,flac,075832e3543d40b7cddd5426b0c4df79d99a09b7ab73208779f290b3ca0f0b67,1d78e516ee34caa8,data/evaluation/seaspoof_hi/ss_hi_real_00171.flac
ss_hi_real_00172,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.1575,flac,d9715ac221c1fa912a62ecadcc85852ebd36a55adc28bf3d337a7adb1c434d3a,43597da5a819142d,data/evaluation/seaspoof_hi/ss_hi_real_00172.flac
ss_hi_real_00173,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.9598,flac,ed8bc31150dcad89c70190891c2df312d984bd00ec77411779d8ddc8505e001e,393390fa33f6c781,data/evaluation/seaspoof_hi/ss_hi_real_00173.flac
ss_hi_real_00174,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.2173,flac,3d4a276aac37d1324414a75d4642707498c8e76f44ed9d53dcdb291b023b9a22,e5274822dac3769d,data/evaluation/seaspoof_hi/ss_hi_real_00174.flac
ss_hi_real_00175,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.4757,flac,4c3f6dc9ac75a1e11deec9b9b72df0a21be78b17b60983794aa7e0523bc780ae,506ea17340efb0da,data/evaluation/seaspoof_hi/ss_hi_real_00175.flac
ss_hi_real_00176,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.4549,flac,b1b0761c29d6973155329950362e6e28efb7408e946f279c62f9413cecc21b2a,9652f70878985211,data/evaluation/seaspoof_hi/ss_hi_real_00176.flac
ss_hi_real_00177,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.774,flac,29034f421d0aabd8366d004fe68da325c44779496756134f6632515f3c96ec55,5c63a4f0e9f94bfc,data/evaluation/seaspoof_hi/ss_hi_real_00177.flac
ss_hi_real_00178,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.0429,flac,35026ad8fd55d1ed82aa93e8eaab6d7b01131b354995091392f049319f53a39f,8e68e9114d609012,data/evaluation/seaspoof_hi/ss_hi_real_00178.flac
ss_hi_real_00179,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.5883,flac,ce849866f5c1a367387337ab37beebcc280e911fff2edac89050d7ccabb8ac0c,643393b9583cff50,data/evaluation/seaspoof_hi/ss_hi_real_00179.flac
ss_hi_real_00180,real,Hindi,SEA-Spoof,bonafide,evaluation,,17.7411,flac,68e4ccd76179c7b1cb348b40a6a6c56cf721f8069e7eb20a1f98d59dd2f53338,f3a2df79813ca29c,data/evaluation/seaspoof_hi/ss_hi_real_00180.flac
ss_hi_real_00181,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.9699,flac,d0224bf88250200f64dfb39644cbe03488e9c8910cf816377cf51cfd96ff0908,57547f2a0b1e11d3,data/evaluation/seaspoof_hi/ss_hi_real_00181.flac
ss_hi_real_00182,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.7598,flac,2888c211f2bcdfc66d2e845d02cc691275c3db94eed87e05d41385293571f1bd,20c2afde472dc990,data/evaluation/seaspoof_hi/ss_hi_real_00182.flac
ss_hi_real_00183,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.7429,flac,71ec57181f91a55df9f9d60fb247744788c5159281362917968cd2c893a4bc05,aa7dcf49e9db484e,data/evaluation/seaspoof_hi/ss_hi_real_00183.flac
ss_hi_real_00184,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.3,flac,cdb870a4f86a04956b30947e7cce21c32f2578a11e13832608108722a15598eb,ae39320ff702dbd7,data/evaluation/seaspoof_hi/ss_hi_real_00184.flac
ss_hi_real_00185,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.2186,flac,55438dd94dff4741986b720570c442aa039f238b2e76cd31ea1be861c3152684,8b3f4d4cfa1b781c,data/evaluation/seaspoof_hi/ss_hi_real_00185.flac
ss_hi_real_00186,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.3923,flac,ad4fe2e99276fb8efffdb3331a8190fc50049304728e1df3aa73a36a4fa46b46,c23fdd0a2936fefe,data/evaluation/seaspoof_hi/ss_hi_real_00186.flac
ss_hi_real_00187,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.9563,flac,6c8de27a973c2254413a5b086d5bb1c6a7a6b82a6d052bb76d9863a7541cd7a0,f0de6d455184802d,data/evaluation/seaspoof_hi/ss_hi_real_00187.flac
ss_hi_real_00188,real,Hindi,SEA-Spoof,bonafide,evaluation,,13.0477,flac,a00fc5c0a0ef104c164d181ee5b6338f372287aa6456b352462d1f43a9407df0,ad20330428812ab3,data/evaluation/seaspoof_hi/ss_hi_real_00188.flac
ss_hi_real_00189,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.325,flac,f7b3d13518ea10bfaa09fea72ef091fab358bbb9af940161ee10a9f52e180b2e,b7fadc15892fd6e0,data/evaluation/seaspoof_hi/ss_hi_real_00189.flac
ss_hi_real_00190,real,Hindi,SEA-Spoof,bonafide,evaluation,,12.2592,flac,abe6cae1dcce208830ab49f442d238b6dc7f814ed8c5cdd5dbb8e7c3ac830b20,119518a0e05e0c77,data/evaluation/seaspoof_hi/ss_hi_real_00190.flac
ss_hi_real_00191,real,Hindi,SEA-Spoof,bonafide,evaluation,,9.7395,flac,dd22d9329ffd1fee0f680e0ac6271c79583d8bcdabaa3f0b34fc975560cf439b,9e76eb94433a9b1d,data/evaluation/seaspoof_hi/ss_hi_real_00191.flac
ss_hi_real_00192,real,Hindi,SEA-Spoof,bonafide,evaluation,,13.1789,flac,471224d4c20a6f5bcfe61a06a1ba8cd8f05b7c127c0e6f11bed3bf855954bdad,8abeea361982a141,data/evaluation/seaspoof_hi/ss_hi_real_00192.flac
ss_hi_real_00193,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.9789,flac,b9ca9aab0867d7f68904206f052eaa4c98b272b9c37495d2527b516075be68dc,c7e88e9d7e44c78c,data/evaluation/seaspoof_hi/ss_hi_real_00193.flac
ss_hi_real_00194,real,Hindi,SEA-Spoof,bonafide,evaluation,,9.0999,flac,6e04431db6a1d7a93f16f6241e9ff9de853c5dfaab334b76c540e437151ad3ba,c1143e232f170885,data/evaluation/seaspoof_hi/ss_hi_real_00194.flac
ss_hi_real_00195,real,Hindi,SEA-Spoof,bonafide,evaluation,,13.6561,flac,4a239d3b2b92254bcb6f6a98202f6494710619c042aab453e88fa1a53a2b1d85,37ac102517832506,data/evaluation/seaspoof_hi/ss_hi_real_00195.flac
ss_hi_real_00196,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.087,flac,f4b3e84b0d5854e3e1e01276391599c20c4b09804104c1f02262052f1af05c13,e8d205845af3609f,data/evaluation/seaspoof_hi/ss_hi_real_00196.flac
ss_hi_real_00197,real,Hindi,SEA-Spoof,bonafide,evaluation,,9.972,flac,0aeb9dc6db359aa921e13da84c03e1df4072bbf85f681e45229b82f57a4b53f7,e185aa08bbd3ae5e,data/evaluation/seaspoof_hi/ss_hi_real_00197.flac
ss_hi_real_00198,real,Hindi,SEA-Spoof,bonafide,evaluation,,14.6452,flac,080b9633d04cb433087d4e788c20685bb2700b1cb02c5da5a113ebb13ae2e4d1,e8df01dbb55eebc2,data/evaluation/seaspoof_hi/ss_hi_real_00198.flac
ss_hi_real_00199,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.7061,flac,e24d309408b6d52b0ad0fc4816f1ba7aaaba14b25a6e800f8e9cae28fac158d0,1b334bfb7847c578,data/evaluation/seaspoof_hi/ss_hi_real_00199.flac
ss_hi_real_00200,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.4387,flac,519166521111815fa4ce2f817baa5e17edcb3587d16defa3f6c5ab224807cd55,0c0755941938e780,data/evaluation/seaspoof_hi/ss_hi_real_00200.flac
ss_hi_real_00201,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.9057,flac,204554adce92cb879cfa80aa68a3053c5699da72238819acc00a15788437b44a,7584a52d7a57f5ff,data/evaluation/seaspoof_hi/ss_hi_real_00201.flac
ss_hi_real_00202,real,Hindi,SEA-Spoof,bonafide,evaluation,,9.6597,flac,1fa0580881b25c785b11f4b7c23d1c7cf2b67eae3f10267f087859064f04ce96,dd96bcd1ef737a86,data/evaluation/seaspoof_hi/ss_hi_real_00202.flac
ss_hi_real_00203,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.9078,flac,ff460be6b4d631590090389da39e83288008e6aafc06d1e331c2320e186a7717,c23dca2456164dc1,data/evaluation/seaspoof_hi/ss_hi_real_00203.flac
ss_hi_real_00204,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.6936,flac,f9306e5905febe47020d409b58293dabaa0e7b1ed9921aa05a823cef2d58f0bf,8d9b367d7c870ece,data/evaluation/seaspoof_hi/ss_hi_real_00204.flac
ss_hi_real_00205,real,Hindi,SEA-Spoof,bonafide,evaluation,,29.1194,flac,035d8d6785f003ffdcd91db40277873ce8a74bc125ea573b2113b5e60d0972ae,45946826491c522b,data/evaluation/seaspoof_hi/ss_hi_real_00205.flac
ss_hi_real_00206,real,Hindi,SEA-Spoof,bonafide,evaluation,,10.2721,flac,ec486a1d37fe454f77bcb2329577824569dba5deac01d19f7973e2e40a079f3d,366cb984f422c295,data/evaluation/seaspoof_hi/ss_hi_real_00206.flac
ss_hi_real_00207,real,Hindi,SEA-Spoof,bonafide,evaluation,,10.4473,flac,e2bf65a235df9a54cc4129d06bae8f1ece371f1ece6b91bf6b661046f320862e,321a34cbe8c10180,data/evaluation/seaspoof_hi/ss_hi_real_00207.flac
ss_hi_real_00208,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.0552,flac,b12bfcfc1d7033ccf25b4414cc98441dbd883cc87dc9a20cb3ae2b8a1d3fe32b,07d58c174c0f9c58,data/evaluation/seaspoof_hi/ss_hi_real_00208.flac
ss_hi_real_00209,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.9352,flac,743bfd6bb5601893c18efd2e5124b19438bed8dd897c3fda064ac7d749faa6b7,685371cb1119b887,data/evaluation/seaspoof_hi/ss_hi_real_00209.flac
ss_hi_real_00210,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.5831,flac,16a78c646ab4ea8bceafd0278ef22b660cf3507ebb74ac9c0e45e3513c9f8a1a,a3ac1888509d6c49,data/evaluation/seaspoof_hi/ss_hi_real_00210.flac
ss_hi_real_00211,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.3467,flac,c52e311e2c43f09d3599df255e6dfdad1a5463ef2ba8d329b597a9de177b1fd2,93026413d7ea0b56,data/evaluation/seaspoof_hi/ss_hi_real_00211.flac
ss_hi_real_00212,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.8831,flac,63488ca5c6ed88e4bf2f966a26e50ebc961cb55575025eb9b2b436905833fd5f,9bef7617d9edda3b,data/evaluation/seaspoof_hi/ss_hi_real_00212.flac
ss_hi_real_00213,real,Hindi,SEA-Spoof,bonafide,evaluation,,8.7548,flac,0e0878ed365e73f8859ccbfc318ee17a56465a9c64f09be85be7768523623281,bd9305cf52e23bc6,data/evaluation/seaspoof_hi/ss_hi_real_00213.flac
ss_hi_real_00214,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.9524,flac,3bb0c2778b455275ada1c61564532cec170da4b3170649fdfb715c70458e7666,f97f86b693363fc7,data/evaluation/seaspoof_hi/ss_hi_real_00214.flac
ss_hi_real_00215,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.7332,flac,c97730d1f6958b66f7faccbae7df8ef969cfb61aa4477842d3038f3e130fbc40,1a699a1ac8ebecab,data/evaluation/seaspoof_hi/ss_hi_real_00215.flac
ss_hi_real_00216,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.622,flac,211152961966422a979109f7d8da9e869e579e717cfcafdcd39b0c29641e0453,550c472b66a865e5,data/evaluation/seaspoof_hi/ss_hi_real_00216.flac
ss_hi_real_00217,real,Hindi,SEA-Spoof,bonafide,evaluation,,5.7188,flac,d40d5fd6c26bf7750caccb414d0e071161f4c6315853e6f3390594dfd0709638,f453996aacc13444,data/evaluation/seaspoof_hi/ss_hi_real_00217.flac
ss_hi_real_00218,real,Hindi,SEA-Spoof,bonafide,evaluation,,3.9795,flac,f2bba8ceb09f0d5277f447f22503cdac5b01ea7c0797695eb1591b4b43353b8a,c8c0da64081f71e1,data/evaluation/seaspoof_hi/ss_hi_real_00218.flac
ss_hi_real_00219,real,Hindi,SEA-Spoof,bonafide,evaluation,,7.4491,flac,62c4c0090aa734d0ea3ea8bd1375d56c2aadefb033ccde614debc0767077ab6f,08464ac99f1e9e00,data/evaluation/seaspoof_hi/ss_hi_real_00219.flac
ss_hi_real_00220,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.0232,flac,81f4d5e65cb2d87cce8c72f1d23dc0a12a831434d75a7ebefaad7b091247846d,346bb3fd527fc7bd,data/evaluation/seaspoof_hi/ss_hi_real_00220.flac
ss_hi_real_00221,real,Hindi,SEA-Spoof,bonafide,evaluation,,11.2004,flac,c217e177ba392e0a2e5123b97e8392a2cc1559efc889b72bb705e73366e73e9d,271ac9cfe7457f86,data/evaluation/seaspoof_hi/ss_hi_real_00221.flac
ss_hi_real_00222,real,Hindi,SEA-Spoof,bonafide,evaluation,,15.9911,flac,d853ad5388d3b80c6c1ed04e9d7363f461166b75966b574849ba411b8b083b84,d9cb4390687b730b,data/evaluation/seaspoof_hi/ss_hi_real_00222.flac
ss_hi_real_00223,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.3874,flac,c4a8b5bd3a354fdf480393b70da8c1798ee76d4a6d466bfd7de3e25945a0f3eb,fc646bb124a2449e,data/evaluation/seaspoof_hi/ss_hi_real_00223.flac
ss_hi_real_00224,real,Hindi,SEA-Spoof,bonafide,evaluation,,6.4063,flac,2132a2b692023085fc7b6fb6294a080e99d649915982c5c4c6483d637d489e27,9c0532f6214c2873,data/evaluation/seaspoof_hi/ss_hi_real_00224.flac
ss_hi_real_00225,real,Hindi,SEA-Spoof,bonafide,evaluation,,4.7577,flac,eecc26a0d0f8e90e2bb6af21659e35a0a43e3da99fd9802612c8cc1bd947ec10,4156e9a3a71b43f9,data/evaluation/seaspoof_hi/ss_hi_real_00225.flac
